ID_REF,average_expression
200874_s_at,7.18317308606542
200875_s_at,8.062253267205605
200876_s_at,10.452350854149534
200877_at,10.956457840467284
200878_at,11.953380323971963
200879_s_at,7.0904753039065405
200880_at,10.035020243093465
200881_s_at,10.769663677897197
200882_s_at,9.788305866897192
200883_at,9.095488767710279
200884_at,9.431825328317755
200885_at,10.177212451588785
200886_s_at,11.202603413177572
200887_s_at,11.076413158102802
200888_s_at,12.572729305140193
200889_s_at,8.066449878598128
200890_s_at,7.8448024630093425
200891_s_at,10.88866670964486
200892_s_at,9.636185850654206
200893_at,10.629416373280375
200894_s_at,6.787102977476636
200895_s_at,9.472462340140185
200896_x_at,10.936382553738314
200897_s_at,11.17433878887851
200898_s_at,8.714870593794394
200899_s_at,9.713396680364484
200900_s_at,8.545267492925232
200901_s_at,10.049079194794395
200902_at,9.468822921448597
200903_s_at,8.862998786644857
200904_at,10.930039100186912
200905_x_at,12.18787744186916
200906_s_at,7.641661329401871
200907_s_at,10.368554793663547
200908_s_at,7.435333868897194
200909_s_at,12.326349525420563
200910_at,10.125142644934577
200911_s_at,11.296738212224296
200912_s_at,12.197024898794401
200913_at,8.67162933060748
200914_x_at,8.832081286224302
200915_x_at,10.606288281028034
200916_at,11.896678678411217
200917_s_at,6.829082809598133
200918_s_at,10.518726012271026
200919_at,10.284228912373829
200920_s_at,11.097235584224302
200921_s_at,10.670630857504673
200922_at,9.406028064813082
200923_at,11.038714860271025
200924_s_at,9.287384528233643
200925_at,11.959249945514017
200926_at,13.417929967943923
200927_s_at,9.049950540981307
200928_s_at,5.189785098542054
200929_at,9.935570874355138
200930_s_at,5.415873563196263
200931_s_at,10.857064662448597
200932_s_at,10.706288712579438
200933_x_at,13.551384134112151
200934_at,9.860656757663554
200935_at,7.582354948495331
200936_at,12.29725783457944
200937_s_at,12.16247485682243
200938_s_at,4.60801264704673
200939_s_at,6.295061183056073
200940_s_at,10.00081769081308
200941_at,9.873187424233643
200942_s_at,9.985726574635517
200943_at,10.972137037102804
200944_s_at,11.020681361121497
200945_s_at,10.69472249094393
200946_x_at,8.907645258953272
200947_s_at,9.744218193635511
200948_at,9.624862144682245
200949_x_at,12.453364980093456
200950_at,10.271027667971964
200951_s_at,6.491029298822432
200952_s_at,7.4562345953084135
200953_s_at,9.271298281439249
200954_at,10.19088147071028
200955_at,9.347430899700935
200956_s_at,7.877688569514019
200957_s_at,9.44862212119626
200958_s_at,11.689592409813077
200959_at,8.669968826831775
200960_x_at,11.162303693644866
200961_at,8.60986224304673
200962_at,8.419407832738319
200963_x_at,13.309249088878502
200964_at,10.663266849626174
200965_s_at,10.02204463775701
200966_x_at,12.179127598009346
200967_at,10.54057329886916
200968_s_at,10.719572660196254
200969_at,9.54049577927103
200970_s_at,9.732441610364484
200971_s_at,11.3706010364486
200972_at,11.036338084056077
200973_s_at,9.776890177289717
200974_at,11.520686677700937
200975_at,11.2269114764486
200976_s_at,10.245800121691593
200977_s_at,9.522079904037385
200978_at,10.789666796859816
200979_at,8.295252740682244
200980_s_at,9.584877812112152
200981_x_at,12.703387801588786
200982_s_at,9.675028534074766
200983_x_at,11.572599092579436
200984_s_at,10.977300655607479
200985_s_at,11.014458550168225
200986_at,10.586077430841124
200987_x_at,7.757230980598132
200988_s_at,7.734980438028035
200989_at,11.07530233371963
200990_at,9.712903883775704
200991_s_at,9.511188716672898
200992_at,9.988848408635512
200993_at,9.895567268280368
200994_at,9.43439474795327
200995_at,8.074503080149533
200996_at,9.8070219678972
200997_at,9.600147964299062
200998_s_at,9.606315103327102
200999_s_at,9.85415695199065
201000_at,10.436631250757006
201001_s_at,8.53440374786916
201002_s_at,10.616251897439252
201003_x_at,9.748821494635516
201004_at,11.445576918130847
201005_at,12.055935033084115
201006_at,6.505101197785046
201007_at,10.146744056682241
201008_s_at,10.337551007140187
201009_s_at,12.134139309439256
201010_s_at,12.467172209906545
201011_at,9.666232312607475
201012_at,11.645303464308412
201013_s_at,9.265093294831777
201014_s_at,7.842318262383175
201015_s_at,9.959138380037388
201016_at,6.808014878831776
201017_at,8.424675342551406
201018_at,9.349834405691587
201019_s_at,9.645154246850469
201020_at,9.488769973747662
201021_s_at,11.109566438065418
201022_s_at,12.01695789252337
201023_at,9.474068753420562
201024_x_at,9.960656444831775
201025_at,7.403588476168227
201026_at,6.794820112990653
201027_s_at,7.646832857084112
201028_s_at,9.805399916317759
201029_s_at,11.246246966542053
201030_x_at,11.757387346074772
201031_s_at,10.314185185514017
201032_at,9.704562536065424
201033_x_at,13.635283309906535
201034_at,10.453358615252336
201035_s_at,8.643703523766355
201036_s_at,7.806125898345793
201037_at,8.496879241018693
201038_s_at,7.736501305869158
201039_s_at,9.10433918400934
201040_at,10.338900212271026
201041_s_at,12.327952802140185
201042_at,9.945491385074765
201043_s_at,6.40928898393458
201044_x_at,7.452758607102801
201045_s_at,5.732643646859814
201046_s_at,10.564343490196265
201047_x_at,10.452897146476635
201048_x_at,5.805888308887847
201049_s_at,13.79926568130841
201050_at,9.700678550271027
201051_at,10.0085087158972
201052_s_at,8.901143270710284
201053_s_at,8.006074640831777
201054_at,9.396814720429905
201055_s_at,8.543687051383179
201056_at,8.111221810981311
201057_s_at,9.60383967891589
201058_s_at,9.929672681392523
201059_at,9.916445698616826
201060_x_at,10.105682602299062
201061_s_at,11.042642036271031
201062_at,4.221638804121496
201063_at,9.338069789429909
201064_s_at,9.854624201822425
201065_s_at,10.33593343635514
201066_at,9.260265076831775
201067_at,9.542614295084114
201068_s_at,10.136799365224299
201069_at,11.053745783355145
201070_x_at,9.717747333738318
201071_x_at,11.448855850186918
201072_s_at,7.975097827233649
201073_s_at,7.863198597168223
201074_at,8.648174135046725
201075_s_at,6.963282812168223
201076_at,9.862580100186918
201077_s_at,10.282934543682238
201078_at,10.55969030976636
201079_at,10.889145798542055
201080_at,9.154754125700938
201081_s_at,7.773990563542055
201082_s_at,8.01207926540187
201083_s_at,5.343741640654204
201084_s_at,10.550738135345794
201085_s_at,8.833240603457941
201086_x_at,10.837482554233647
201087_at,9.269329457616822
201088_at,9.785700988925232
201089_at,10.443577346934578
201090_x_at,13.29364149093458
201091_s_at,7.566972745355138
201092_at,9.924060937598133
201093_x_at,9.981550176700935
201094_at,13.015689610654203
201095_at,9.76013840748598
201096_s_at,9.94126462099066
201097_s_at,11.294148579158882
201098_at,9.88436096908411
201099_at,8.664786243981307
201100_s_at,10.494856148654208
201101_s_at,8.369303248887855
201102_s_at,7.93863072342056
201103_x_at,11.466425317102798
201104_x_at,10.7151114404299
201105_at,11.855424359719626
201106_at,11.026806633635513
201107_s_at,6.2424979188317735
201108_s_at,8.885368353308412
201109_s_at,8.120239420831776
201110_s_at,7.819430739093458
201111_at,8.440440355028036
201112_s_at,9.74087365593458
201113_at,10.242220322775704
201114_x_at,11.171274018691587
201115_at,8.267070046308413
201116_s_at,8.67023521248598
201117_s_at,8.107300178158882
201118_at,9.282364495411217
201119_s_at,10.797522368887854
201120_s_at,8.91408305015888
201121_s_at,10.800111656355144
201122_x_at,8.828542529485981
201123_s_at,8.362719760532713
201124_at,8.128478003906547
201125_s_at,9.852795805429908
201126_s_at,9.825144085728969
201127_s_at,7.438688984345795
201128_s_at,10.310396636093458
201129_at,8.995971204700934
201130_s_at,5.928897916999999
201131_s_at,10.666526374056073
201132_at,8.496345935672897
201133_s_at,9.386639806532708
201134_x_at,11.545939357476637
201135_at,10.030532974196264
201136_at,10.357642330168224
201137_s_at,11.817505785551406
201138_s_at,8.43515600759813
201139_s_at,8.183322797971964
201140_s_at,8.86368094000935
201141_at,11.631729662289716
201142_at,8.02832475100935
201143_s_at,7.331044819504674
201144_s_at,9.667155782785045
201145_at,9.942144445897195
201146_at,10.068186667495326
201147_s_at,9.20922859660748
201148_s_at,10.39788088911215
201149_s_at,9.628602052663554
201150_s_at,10.915136228485983
201151_s_at,7.559928240028037
201152_s_at,10.997081871383177
201153_s_at,10.469039440102803
201154_x_at,12.564392333271027
201155_s_at,9.638287479102805
201156_s_at,8.93024725203738
201157_s_at,8.530567705485986
201158_at,7.4857887645420575
201159_s_at,7.852921182981308
201160_s_at,11.177589354271031
201161_s_at,10.532027798158877
201162_at,11.758897802710282
201163_s_at,10.97450057604673
201164_s_at,9.665953039887851
201165_s_at,9.947912332850462
201166_s_at,10.835783260373832
201167_x_at,7.314512992607478
201168_x_at,10.756137653018692
201169_s_at,8.09625458079439
201170_s_at,10.985263811317756
201171_at,5.149359743102806
201172_x_at,11.718134797476639
201173_x_at,9.84998508084112
201174_s_at,9.549690126373832
201175_at,10.208340517962615
201176_s_at,9.863681383158879
201177_s_at,8.776247184214954
201178_at,10.362137891224297
201179_s_at,7.346914375607477
201180_s_at,10.223333111588783
201181_at,7.315689791813085
201182_s_at,8.162223106121496
201183_s_at,9.512140702897193
201184_s_at,9.965683120299069
201185_at,10.133207652542056
201186_at,9.111489203841124
201187_s_at,5.813912964710281
201188_s_at,8.949353592644858
201189_s_at,10.281863419261684
201190_s_at,9.397613238831774
201191_at,8.307585670121492
201192_s_at,8.965902493747663
201193_at,10.320130532747662
201194_at,10.490236814663549
201195_s_at,8.387442467252335
201196_s_at,8.309542787168223
201197_at,8.026351275700938
201198_s_at,9.377126048570094
201199_s_at,10.335798859635515
201200_at,10.351569274990652
201201_at,12.190655418130843
201202_at,9.63884950233645
201203_s_at,6.416853869411215
201204_s_at,9.95878971713084
201205_at,7.06862124393458
201206_s_at,8.83027923556075
201207_at,9.680148138252338
201208_s_at,8.200811491757007
201209_at,9.494365175682244
201210_at,10.474270430467291
201211_s_at,7.495585242925236
201212_at,9.631867473654207
201213_at,7.013289761336448
201214_s_at,7.680787576504669
201215_at,11.349884916439253
201216_at,10.352895493841125
201217_x_at,13.41219149429907
201218_at,9.415025000299064
201219_at,8.02048359985981
201220_x_at,10.738211817691594
201221_s_at,9.758628720990654
201222_s_at,9.00407880095327
201223_s_at,8.901094555700936
201224_s_at,9.224670273570098
201225_s_at,9.900098323429903
201226_at,9.705699186140185
201227_s_at,10.159866769457947
201228_s_at,6.341910995271031
201229_s_at,7.173022433915886
201230_s_at,8.564831892364486
201231_s_at,11.775363280747666
201232_s_at,8.206725010186918
201233_at,7.394916350149533
201234_at,10.682382659906537
201235_s_at,8.436419945401871
201236_s_at,11.123542252214957
201237_at,8.428270908411216
201238_s_at,9.625977898186918
201239_s_at,10.472304683252341
201240_s_at,11.58804074252336
201241_at,9.794991482261683
201242_s_at,11.710713313878502
201243_s_at,11.327926500065425
201244_s_at,9.259193643271033
201245_s_at,8.133229277915886
201246_s_at,7.853396899859811
201247_at,7.8322451016542045
201248_s_at,8.31604989068224
201249_at,6.278734328570092
201250_s_at,9.722302918962617
201251_at,11.277714886224302
201252_at,8.399340827897197
201253_s_at,11.097470883644856
201254_x_at,13.392207300093453
201255_x_at,10.10759996811215
201256_at,10.39079912251402
201257_x_at,13.647409346355138
201258_at,12.370967953925236
201259_s_at,9.625110914373833
201260_s_at,9.401720732682238
201261_x_at,9.641584288672899
201262_s_at,8.461280220822427
201263_at,8.82962603878505
201264_at,9.745060831766354
201265_at,6.507166776971965
201266_at,10.380253030140183
201267_s_at,8.988370022093457
201268_at,11.363996155934588
201269_s_at,6.912236234654204
201270_x_at,9.956371480168222
201271_s_at,8.704727990570092
201272_at,10.505886033158879
201273_s_at,11.148345000308412
201274_at,9.482807037476634
201275_at,9.398285552626168
201276_at,8.760664829158884
201277_s_at,10.557582965476632
201278_at,9.259177495
201279_s_at,9.649728754766352
201280_s_at,9.807156427271027
201281_at,9.217782160878503
201282_at,9.087092241607477
201283_s_at,6.1727627467476625
201284_s_at,8.506594150074768
201285_at,10.36549186614019
201286_at,9.570062198794393
201287_s_at,10.595794900523362
201288_at,10.993097327887853
201289_at,10.601751462495331
201290_at,11.278026890841124
201291_s_at,6.683445005738318
201292_at,7.385570978981305
201293_x_at,13.537681007102805
201294_s_at,8.951066386280376
201295_s_at,7.326472752766353
201296_s_at,10.921230852028039
201297_s_at,5.851732022700938
201298_s_at,9.451640839271027
201299_s_at,7.700884900887845
201300_s_at,9.083947909327103
201301_s_at,10.332984287841125
201302_at,10.534586818457944
201303_at,10.221428497906542
201304_at,8.466865867523365
201305_x_at,10.067200975532712
201306_s_at,11.740637228411213
201307_at,10.069194189607474
201308_s_at,5.59048838601869
201309_x_at,8.610561698616824
201310_s_at,9.843449500046733
201311_s_at,8.71745691888785
201312_s_at,10.10296309559813
201313_at,8.512093270794393
201314_at,8.36185898561682
201315_x_at,12.000554664579445
201316_at,7.716369406766355
201317_s_at,10.589318500028037
201318_s_at,11.140248024579442
201319_at,9.481208988663555
201320_at,8.986819391710279
201321_s_at,8.576371404700936
201322_at,11.277253777663548
201323_at,7.072159573018692
201324_at,9.14165677991589
201325_s_at,9.386744470364489
201326_at,8.82536202337384
201327_s_at,8.647676277626163
201328_at,9.59495176201869
201329_s_at,9.129693417448598
201330_at,8.98091144079439
201331_s_at,10.528138364467287
201332_s_at,8.014752413317757
201333_s_at,7.515061966616822
201334_s_at,10.137779671887847
201335_s_at,5.7501479080186915
201336_at,10.860376493383182
201337_s_at,8.077258375785046
201338_x_at,10.604745547168225
201339_s_at,9.504300329570093
201340_s_at,7.20435132869159
201341_at,9.975023718317757
201342_at,9.413922210971966
201343_at,9.256738635719627
201344_at,5.89987228440187
201345_s_at,9.813153172336449
201346_at,9.829516714719627
201347_x_at,9.085728787345795
201348_at,11.795026964130843
201349_at,9.204530467971967
201350_at,10.116208720177575
201351_s_at,9.639266512542052
201352_at,10.471549310953268
201353_s_at,8.022468608242992
201354_s_at,8.176913653495324
201355_s_at,8.535818640728971
201356_at,9.856526671130839
201357_s_at,7.6928154607663535
201358_s_at,11.169302291775704
201359_at,10.442228550130839
201360_at,11.057519899439257
201361_at,9.935086894476633
201362_at,8.807794325448599
201363_s_at,8.708563316429906
201364_s_at,9.410646285616826
201365_at,9.228131869999999
201366_at,10.461117988299058
201367_s_at,6.004663517822428
201368_at,11.040057493485987
201369_s_at,7.3256366850934596
201370_s_at,6.170073734261682
201371_s_at,9.475305417056079
201372_s_at,5.138499175710282
201373_at,7.953242592523365
201374_x_at,4.629643777429905
201375_s_at,10.578713822308409
201376_s_at,8.861406813943928
201377_at,9.165843862411213
201378_s_at,9.20565270227103
201379_s_at,9.660696299626174
201380_at,8.17350974749533
201381_x_at,9.586145333588785
201382_at,7.467431885233644
201383_s_at,8.515560680897197
201384_s_at,9.589884621738317
201385_at,11.102938351869156
201386_s_at,10.076126645663546
201387_s_at,8.604966707345795
201388_at,8.273998524990652
201389_at,9.13446025228972
201390_s_at,10.71206329168224
201391_at,9.47933638571028
201392_s_at,8.182530981897202
201393_s_at,9.446235427953267
201394_s_at,8.798893027168228
201395_at,10.71124165707477
201396_s_at,7.604259917906541
201397_at,7.62756715139252
201398_s_at,11.62260246186916
201399_s_at,10.056757334794396
201400_at,10.492678175364487
201401_s_at,7.318867465887848
201402_at,7.802357241766354
201403_s_at,11.551484034457944
201404_x_at,9.015058150336452
201405_s_at,9.276852543485983
201406_at,12.897308790560743
201407_s_at,8.12213590703738
201408_at,9.12429017690654
201409_s_at,8.65462788558879
201410_at,10.213327146626163
201411_s_at,8.291882554224298
201412_at,10.45464275530841
201413_at,9.645688756214952
201414_s_at,8.938827703345794
201415_at,8.952063294420562
201416_at,9.792377349859818
201417_at,10.408861530252334
201418_s_at,9.053883959878506
201419_at,8.88988331806542
201420_s_at,8.476957942990655
201421_s_at,7.726054341514016
201422_at,12.103005975327106
201423_s_at,8.71543482858879
201424_s_at,7.920843156439251
201425_at,11.272444424317762
201426_s_at,12.713986746822432
201427_s_at,11.768333714887852
201428_at,7.773273260476633
201429_s_at,14.128612505233649
201430_s_at,8.024994669130843
201431_s_at,9.870885045953267
201432_at,11.49864197914019
201433_s_at,10.424809868616823
201434_at,9.221459207056073
201435_s_at,9.154500383626168
201436_at,5.292970750635514
201437_s_at,6.6547425200654216
201438_at,11.687610538317756
201439_at,8.229429727028036
201440_at,8.717882324448595
201441_at,10.425353666925234
201442_s_at,4.971360915682242
201443_s_at,10.441917701915884
201444_s_at,10.274658016682244
201445_at,9.386470121962619
201446_s_at,8.813609133149528
201447_at,8.002753177467289
201448_at,8.618334264074765
201449_at,7.544890344130846
201450_s_at,7.810242942102805
201451_x_at,5.0586173489252335
201452_at,5.452929181532709
201453_x_at,11.40954944598131
